Key	Author	Title	Url	Date	Num Pages	Publisher	Place	Call Number	Manual Tags	Editor	Translator	Contributor
SA5RCGEH	Pierrot, Charles	«Causeries du Lundi». «Portraits de femmes» et «Portraits littéraires», par C.-A. Sainte-Beuve… Table générale et analytique	https://archive.org/details/causeriesdulundi16sainuoft	1881	451	Garnier frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb31279653q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_3; responsable_Alexandre-Critique"			
B73H52DM	Planche, Gustave (1808-1857)	"Portraits littéraires, 3e éd., tome II : F. Guizot ; G. Sand ; les royautés littéraires ; de l'état du théâtre en France ; les amitiés littéraires ; moralité de la poésie ; Edgar Quinet ; de la langue française ; Eugène Sue ; Chateaubriand ; de la critique française ; Auguste Barbier"		1853	387	Charpentier	Paris	http://catalogue.bnf.fr/ark:/12148/cb31120062n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
47XVUHWM	Planche, Gustave (1808-1857)	Études littéraires	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N11075169.pdf	1855	371	M. Lévy frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb311200572/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
FVK99BM8	Pontmartin, Armand de (1811-1890)	Souvenirs d'un vieux critique : 10e série	https://archive.org/details/souvenirsdunvieu03pontuoft	1889	376	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb31135572r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
636DP3ZE	Racine, Jean (1639-1699)	Chefs-d'oeuvre de Jean Racine. Edition accompagnée d'une biographie de Racine et de notices historiques sur ses tragédies par M. Emile Chasles, tome I		1868		C. Delagrave	Paris	http://catalogue.bnf.fr/ark:/12148/cb38651676p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"	Chasles, Émile (1827-1908)		
NG3SPX46	Racine, Jean (1639-1699)	Chefs-d'oeuvre de Jean Racine. Edition accompagnée d'une biographie de Racine et de notices historiques sur ses tragédies par M. Emile Chasles, tome II		1868		C. Delagrave	Paris	http://catalogue.bnf.fr/ark:/12148/cb38651676p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"	Chasles, Émile (1827-1908)		
B9TMGGZG	Rageot, Gaston (1871-1942)	Sens unique, circulation des idées		1926	261	Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb31171650k/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
3TSR48XI	Rageot, Gaston (1871-1942)	Prise de vues. Les moeurs d'après le théâtre (4e éd.)		1928	220	La Nouvelle Revue critique	Paris	http://catalogue.bnf.fr/ark:/12148/cb31171647p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"			
MGM8W7NM	Raynaud, Ernest (1864-1936)	Ch. Baudelaire : étude biographique et critique suivie d'un essai de bibliographie et d'iconographie	http://archive.org/details/chbaudelairetu00raynuoft	1922	438	Garnier frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb31183050m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
BZWIWAA2	Raynaud, Ernest (1864-1936)	Mallarmé, rue de Rome		1936	8	s. n.	s. l.	http://catalogue.bnf.fr/ark:/12148/cb387358628/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"			
WQW3DFA7	Régnier, Henri de (1864-1936)	Baudelaire et les Fleurs du Mal		1925	83	les Presses françaises	Paris	http://catalogue.bnf.fr/ark:/12148/cb31189115t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
VT28S62Z	Régnier, Henri de (1864-1936)	"Casanova chez Voltaire ; présenté par Henri de Régnier"		1929	65	Plon	Paris	http://catalogue.bnf.fr/ark:/12148/cb325611995/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
4EXF5AQU	Renard, Georges (1847-1930)	Critique de combat : 2e série		1894	395	Librairie de la Revue socialiste : V. Giard et E. Brière	Paris	http://catalogue.bnf.fr/ark:/12148/cb31195941t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
9MGWWRWK	Renard, Georges (1847-1930)	Critique de combat : 3e série		1897	303	Société libre d'édition des gens de lettres	Paris	http://catalogue.bnf.fr/ark:/12148/cb311959425/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
WNB72FCP	Retté, Adolphe (1863-1930)	Mémoires de Diogène		1903	314	E. Fasquelle	Paris	http://catalogue.bnf.fr/ark:/12148/cb312007583/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
EXW39A5X	Retté, Adolphe (1863-1930)	Notes sur la psychologie de la conversion		1911		"Libr. de l'Action Catholique ; Lecoffre ; Desclée"	"Bruxelles ; Paris ; Rome"	http://catalogue.bnf.fr/ark:/12148/cb41677622r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_2; responsable_Alexandre-Sources"			
